region,round,team1,seed1,score1,team2,seed2,score2,winner,year
National,Final Four,Michigan State,5,50,Butler,5,52,Butler,2010
National,Championship,Duke,1,61,Butler,5,59,Duke,2010
East,First Round,Pitt,1,72,ETSU,16,62,Pitt,2009
East,First Round,Oklahoma State,8,77,Tennessee,9,75,Oklahoma State,2009
East,First Round,Florida State,5,59,Wisconsin,12,61,Wisconsin,2009
East,First Round,Xavier,4,77,Portland State,13,59,Xavier,2009
East,First Round,UCLA,6,65,VCU,11,64,UCLA,2009
East,First Round,Villanova,3,80,American,14,67,Villanova,2009
East,First Round,Texas,7,76,Minnesota,10,62,Texas,2009
East,First Round,Duke,2,86,Binghamton,15,62,Duke,2009
East,Second Round,Pitt,1,84,Oklahoma State,8,76,Pitt,2009
East,Second Round,Wisconsin,12,49,Xavier,4,60,Xavier,2009
East,Second Round,UCLA,6,69,Villanova,3,89,Villanova,2009
East,Second Round,Texas,7,69,Duke,2,74,Duke,2009
East,Sweet Sixteen,Pitt,1,60,Xavier,4,55,Pitt,2009
East,Sweet Sixteen,Villanova,3,77,Duke,2,54,Villanova,2009
East,Elite Eight,Pitt,1,76,Villanova,3,78,Villanova,2009
Midwest,First Round,Louisville,1,74,Morehead State,16,54,Louisville,2009
Midwest,First Round,Ohio State,8,72,Siena,9,74,Siena,2009
Midwest,First Round,Utah,5,71,Arizona,12,84,Arizona,2009
Midwest,First Round,Wake Forest,4,69,Cleveland State,13,84,Cleveland State,2009
Midwest,First Round,West Virginia,6,60,Dayton,11,68,Dayton,2009
Midwest,First Round,Kansas,3,84,North Dakota State,14,74,Kansas,2009
Midwest,First Round,Boston College,7,55,USC,10,72,USC,2009
Midwest,First Round,Michigan State,2,77,Robert Morris,15,62,Michigan State,2009
Midwest,Second Round,Louisville,1,79,Siena,9,72,Louisville,2009
Midwest,Second Round,Arizona,12,71,Cleveland State,13,57,Arizona,2009
Midwest,Second Round,Dayton,11,43,Kansas,3,60,Kansas,2009
Midwest,Second Round,USC,10,69,Michigan State,2,74,Michigan State,2009
Midwest,Sweet Sixteen,Louisville,1,103,Arizona,12,64,Louisville,2009
Midwest,Sweet Sixteen,Kansas,3,62,Michigan State,2,67,Michigan State,2009
Midwest,Elite Eight,Louisville,1,52,Michigan State,2,64,Michigan State,2009
South,First Round,UNC,1,101,Radford,16,58,UNC,2009
South,First Round,LSU,8,75,Butler,9,71,LSU,2009
South,First Round,Illinois,5,72,Western Kentucky,12,76,Western Kentucky,2009
South,First Round,Gonzaga,4,77,Akron,13,64,Gonzaga,2009
South,First Round,Arizona State,6,66,Temple,11,57,Arizona State,2009
South,First Round,Syracuse,3,59,Stephen F. Austin,14,44,Syracuse,2009
South,First Round,Clemson,7,59,Michigan,10,62,Michigan,2009
South,First Round,Oklahoma,2,82,Morgan State,15,54,Oklahoma,2009
South,Second Round,UNC,1,84,LSU,8,70,UNC,2009
South,Second Round,Western Kentucky,12,81,Gonzaga,4,83,Gonzaga,2009
South,Second Round,Arizona State,6,67,Syracuse,3,78,Syracuse,2009
South,Second Round,Michigan,10,63,Oklahoma,2,73,Oklahoma,2009
South,Sweet Sixteen,UNC,1,98,Gonzaga,4,77,UNC,2009
South,Sweet Sixteen,Syracuse,3,71,Oklahoma,2,84,Oklahoma,2009
South,Elite Eight,UNC,1,72,Oklahoma,2,60,UNC,2009
West,First Round,UConn,1,103,Chattanooga,16,47,UConn,2009
West,First Round,BYU,8,66,Texas A&M,9,79,Texas A&M,2009
West,First Round,Purdue,5,61,Northern Iowa,12,56,Purdue,2009
West,First Round,Washington,4,71,Mississippi State,13,58,Washington,2009
West,First Round,Marquette,6,58,Utah State,11,57,Marquette,2009
West,First Round,Missouri,3,78,Cornell,14,59,Missouri,2009
West,First Round,California,7,71,Maryland,10,84,Maryland,2009
West,First Round,Memphis,2,81,Cal State Northridge,15,70,Memphis,2009
West,Second Round,UConn,1,92,Texas A&M,9,66,UConn,2009
West,Second Round,Purdue,5,76,Washington,4,74,Purdue,2009
West,Second Round,Marquette,6,79,Missouri,3,83,Missouri,2009
West,Second Round,Maryland,10,70,Memphis,2,89,Memphis,2009
West,Sweet Sixteen,UConn,1,72,Purdue,5,60,UConn,2009
West,Sweet Sixteen,Missouri,3,102,Memphis,2,91,Missouri,2009
West,Elite Eight,UConn,1,82,Missouri,3,75,UConn,2009
National,Final Four,UNC,1,83,Villanova,3,69,UNC,2009
National,Final Four,UConn,1,73,Michigan State,2,82,Michigan State,2009
National,Championship,UNC,1,89,Michigan State,2,72,UNC,2009
East,First Round,UNC,1,113,Mount St. Mary's,16,74,UNC,2008
East,First Round,Indiana,8,72,Arkansas,9,86,Arkansas,2008
East,First Round,Notre Dame,5,68,George Mason,12,50,Notre Dame,2008
East,First Round,Washington State,4,71,Winthrop,13,40,Washington State,2008
East,First Round,Oklahoma,6,72,St. Joseph's,11,64,Oklahoma,2008
East,First Round,Louisville,3,79,Boise State,14,61,Louisville,2008
East,First Round,Butler,7,81,South Alabama,10,61,Butler,2008
East,First Round,Tennessee,2,72,American,15,57,Tennessee,2008
East,Second Round,UNC,1,108,Arkansas,9,77,UNC,2008
East,Second Round,Notre Dame,5,41,Washington State,4,61,Washington State,2008
East,Second Round,Oklahoma,6,48,Louisville,3,78,Louisville,2008
East,Second Round,Butler,7,71,Tennessee,2,76,Tennessee,2008
East,Sweet Sixteen,UNC,1,68,Washington State,4,47,UNC,2008
East,Sweet Sixteen,Louisville,3,79,Tennessee,2,60,Louisville,2008
East,Elite Eight,UNC,1,83,Louisville,3,73,UNC,2008
Midwest,First Round,Kansas,1,85,Portland State,16,61,Kansas,2008
Midwest,First Round,UNLV,8,71,Kent State,9,58,UNLV,2008
Midwest,First Round,Clemson,5,69,Villanova,12,75,Villanova,2008
Midwest,First Round,Vanderbilt,4,62,Siena,13,83,Siena,2008
Midwest,First Round,USC,6,67,Kansas State,11,80,Kansas State,2008
Midwest,First Round,Wisconsin,3,71,Cal State Fullerton,14,56,Wisconsin,2008
Midwest,First Round,Gonzaga,7,76,Davidson,10,82,Davidson,2008
Midwest,First Round,Georgetown,2,66,UMBC,15,47,Georgetown,2008
Midwest,Second Round,Kansas,1,75,UNLV,8,56,Kansas,2008
Midwest,Second Round,Villanova,12,84,Siena,13,72,Villanova,2008
Midwest,Second Round,Kansas State,11,55,Wisconsin,3,72,Wisconsin,2008
Midwest,Second Round,Davidson,10,74,Georgetown,2,70,Davidson,2008
Midwest,Sweet Sixteen,Kansas,1,72,Villanova,12,57,Kansas,2008
Midwest,Sweet Sixteen,Wisconsin,3,56,Davidson,10,73,Davidson,2008
Midwest,Elite Eight,Kansas,1,59,Davidson,10,57,Kansas,2008
South,First Round,Memphis,1,87,UT Arlington,16,63,Memphis,2008
South,First Round,Mississippi State,8,76,Oregon,9,69,Mississippi State,2008
South,First Round,Michigan State,5,72,Temple,12,61,Michigan State,2008
South,First Round,Pitt,4,82,Oral Roberts,13,63,Pitt,2008
South,First Round,Marquette,6,74,Kentucky,11,66,Marquette,2008
South,First Round,Stanford,3,77,Cornell,14,53,Stanford,2008
South,First Round,Miami (FL),7,78,Saint Mary's,10,64,Miami (FL),2008
South,First Round,Texas,2,74,Austin Peay,15,54,Texas,2008
South,Second Round,Memphis,1,77,Mississippi State,8,74,Memphis,2008
South,Second Round,Michigan State,5,65,Pitt,4,54,Michigan State,2008
South,Second Round,Marquette,6,81,Stanford,3,82,Stanford,2008
South,Second Round,Miami (FL),7,72,Texas,2,75,Texas,2008
South,Sweet Sixteen,Memphis,1,92,Michigan State,5,74,Memphis,2008
South,Sweet Sixteen,Stanford,3,62,Texas,2,82,Texas,2008
South,Elite Eight,Memphis,1,85,Texas,2,67,Memphis,2008
West,First Round,UCLA,1,70,Mississippi Valley State,16,29,UCLA,2008
West,First Round,BYU,8,62,Texas A&M,9,67,Texas A&M,2008
West,First Round,Drake,5,99,Western Kentucky,12,101,Western Kentucky,2008
West,First Round,UConn,4,69,San Diego,13,70,San Diego,2008
West,First Round,Purdue,6,90,Baylor,11,79,Purdue,2008
West,First Round,Xavier,3,73,Georgia,14,61,Xavier,2008
West,First Round,West Virginia,7,75,Arizona,10,65,West Virginia,2008
West,First Round,Duke,2,71,Belmont,15,70,Duke,2008
West,Second Round,UCLA,1,51,Texas A&M,9,49,UCLA,2008
West,Second Round,Western Kentucky,12,72,San Diego,13,63,Western Kentucky,2008
West,Second Round,Purdue,6,78,Xavier,3,85,Xavier,2008
West,Second Round,West Virginia,7,73,Duke,2,67,West Virginia,2008
West,Sweet Sixteen,UCLA,1,88,Western Kentucky,12,78,UCLA,2008
West,Sweet Sixteen,Xavier,3,79,West Virginia,7,75,Xavier,2008
West,Elite Eight,UCLA,1,76,Xavier,3,57,UCLA,2008
National,Final Four,Kansas,1,84,UNC,1,66,Kansas,2008
National,Final Four,UCLA,1,63,Memphis,1,78,Memphis,2008
National,Championship,Kansas,1,75,Memphis,1,68,Kansas,2008
East,First Round,UNC,1,86,Eastern Kentucky,16,65,UNC,2007
East,First Round,Marquette,8,49,Michigan State,9,61,Michigan State,2007
East,First Round,USC,5,77,Arkansas,12,60,USC,2007
East,First Round,Texas,4,79,New Mexico State,13,67,Texas,2007
East,First Round,Vanderbilt,6,77,George Washington,11,44,Vanderbilt,2007
East,First Round,Washington State,3,70,Oral Roberts,14,54,Washington State,2007
East,First Round,Boston College,7,84,Texas Tech,10,75,Boston College,2007
East,First Round,Georgetown,2,80,Belmont,15,55,Georgetown,2007
East,Second Round,UNC,1,81,Michigan State,9,67,UNC,2007
East,Second Round,USC,5,87,Texas,4,68,USC,2007
East,Second Round,Vanderbilt,6,78,Washington State,3,74,Vanderbilt,2007
East,Second Round,Boston College,7,55,Georgetown,2,62,Georgetown,2007
East,Sweet Sixteen,UNC,1,74,USC,5,64,UNC,2007
East,Sweet Sixteen,Vanderbilt,6,65,Georgetown,2,66,Georgetown,2007
East,Elite Eight,UNC,1,84,Georgetown,2,96,Georgetown,2007
Midwest,First Round,Florida,1,112,Jackson State,16,69,Florida,2007
Midwest,First Round,Arizona,8,63,Purdue,9,72,Purdue,2007
Midwest,First Round,Butler,5,57,Old Dominion,12,46,Butler,2007
Midwest,First Round,Maryland,4,82,Davidson,13,70,Maryland,2007
Midwest,First Round,Notre Dame,6,64,Winthrop,11,74,Winthrop,2007
Midwest,First Round,Oregon,3,58,Miami (OH),14,56,Oregon,2007
Midwest,First Round,UNLV,7,67,Georgia Tech,10,63,UNLV,2007
Midwest,First Round,Wisconsin,2,76,Texas A&M-Corpus Christi,15,63,Wisconsin,2007
Midwest,Second Round,Florida,1,74,Purdue,9,67,Florida,2007
Midwest,Second Round,Butler,5,62,Maryland,4,59,Butler,2007
Midwest,Second Round,Winthrop,11,61,Oregon,3,75,Oregon,2007
Midwest,Second Round,UNLV,7,74,Wisconsin,2,68,UNLV,2007
Midwest,Sweet Sixteen,Florida,1,65,Butler,5,57,Florida,2007
Midwest,Sweet Sixteen,Oregon,3,76,UNLV,7,72,Oregon,2007
Midwest,Elite Eight,Florida,1,85,Oregon,3,77,Florida,2007
South,First Round,Ohio State,1,78,Central Connecticut,16,57,Ohio State,2007
South,First Round,BYU,8,77,Xavier,9,79,Xavier,2007
South,First Round,Tennessee,5,121,Long Beach State,12,86,Tennessee,2007
South,First Round,Virginia,4,84,Albany (NY),13,57,Virginia,2007
South,First Round,Louisville,6,78,Stanford,11,58,Louisville,2007
South,First Round,Texas A&M,3,68,Penn,14,52,Texas A&M,2007
South,First Round,Nevada,7,77,Creighton,10,71,Nevada,2007
South,First Round,Memphis,2,73,North Texas,15,58,Memphis,2007
South,Second Round,Ohio State,1,78,Xavier,9,71,Ohio State,2007
South,Second Round,Tennessee,5,77,Virginia,4,74,Tennessee,2007
South,Second Round,Louisville,6,69,Texas A&M,3,72,Texas A&M,2007
South,Second Round,Nevada,7,62,Memphis,2,78,Memphis,2007
South,Sweet Sixteen,Ohio State,1,85,Tennessee,5,84,Ohio State,2007
South,Sweet Sixteen,Texas A&M,3,64,Memphis,2,65,Memphis,2007
South,Elite Eight,Ohio State,1,92,Memphis,2,76,Ohio State,2007
West,First Round,Kansas,1,107,Niagara,16,67,Kansas,2007
West,First Round,Kentucky,8,67,Villanova,9,58,Kentucky,2007
West,First Round,Virginia Tech,5,54,Illinois,12,52,Virginia Tech,2007
West,First Round,Southern Illinois,4,61,Holy Cross,13,51,Southern Illinois,2007
West,First Round,Duke,6,77,VCU,11,79,VCU,2007
West,First Round,Pitt,3,79,Wright State,14,58,Pitt,2007
West,First Round,Indiana,7,70,Gonzaga,10,57,Indiana,2007
West,First Round,UCLA,2,70,Weber State,15,42,UCLA,2007
West,Second Round,Kansas,1,88,Kentucky,8,76,Kansas,2007
West,Second Round,Virginia Tech,5,48,Southern Illinois,4,63,Southern Illinois,2007
West,Second Round,VCU,11,79,Pitt,3,84,Pitt,2007
West,Second Round,Indiana,7,49,UCLA,2,54,UCLA,2007
West,Sweet Sixteen,Kansas,1,61,Southern Illinois,4,58,Kansas,2007
West,Sweet Sixteen,Pitt,3,55,UCLA,2,64,UCLA,2007
West,Elite Eight,Kansas,1,55,UCLA,2,68,UCLA,2007
National,Final Four,Florida,1,76,UCLA,2,66,Florida,2007
National,Final Four,Georgetown,2,60,Ohio State,1,67,Ohio State,2007
National,Championship,Florida,1,84,Ohio State,1,75,Florida,2007
National,Final Four,Florida,3,73,George Mason,11,58,Florida,2006
National,Final Four,LSU,4,45,UCLA,2,59,UCLA,2006
National,Championship,Florida,3,73,UCLA,2,57,Florida,2006
National,Final Four,UNC,1,87,Michigan State,5,71,UNC,2005
National,Final Four,Louisville,4,57,Illinois,1,72,Illinois,2005
National,Championship,UNC,1,75,Illinois,1,70,UNC,2005
National,Final Four,UConn,2,79,Duke,1,78,UConn,2004
National,Final Four,Oklahoma State,2,65,Georgia Tech,3,67,Georgia Tech,2004
National,Championship,UConn,2,82,Georgia Tech,3,73,UConn,2004
East,First Round,Oklahoma,1,71,South Carolina State,16,54,Oklahoma,2003
East,First Round,California,8,76,NC State,9,74,California,2003
East,First Round,Mississippi State,5,46,Butler,12,47,Butler,2003
East,First Round,Louisville,4,86,Austin Peay,13,64,Louisville,2003
East,First Round,Oklahoma State,6,77,Penn,11,63,Oklahoma State,2003
East,First Round,Syracuse,3,76,Manhattan,14,65,Syracuse,2003
East,First Round,St. Joseph's,7,63,Auburn,10,65,Auburn,2003
East,First Round,Wake Forest,2,76,ETSU,15,73,Wake Forest,2003
East,Second Round,Oklahoma,1,74,California,8,65,Oklahoma,2003
East,Second Round,Butler,12,79,Louisville,4,71,Butler,2003
East,Second Round,Oklahoma State,6,56,Syracuse,3,68,Syracuse,2003
East,Second Round,Auburn,10,68,Wake Forest,2,62,Auburn,2003
East,Sweet Sixteen,Oklahoma,1,65,Butler,12,54,Oklahoma,2003
East,Sweet Sixteen,Syracuse,3,79,Auburn,10,78,Syracuse,2003
East,Elite Eight,Oklahoma,1,47,Syracuse,3,63,Syracuse,2003
Midwest,First Round,Kentucky,1,95,IU Indianapolis,16,64,Kentucky,2003
Midwest,First Round,Oregon,8,58,Utah,9,60,Utah,2003
Midwest,First Round,Wisconsin,5,81,Weber State,12,74,Wisconsin,2003
Midwest,First Round,Dayton,4,71,Tulsa,13,84,Tulsa,2003
Midwest,First Round,Missouri,6,72,Southern Illinois,11,71,Missouri,2003
Midwest,First Round,Marquette,3,72,Holy Cross,14,68,Marquette,2003
Midwest,First Round,Indiana,7,67,Alabama,10,62,Indiana,2003
Midwest,First Round,Pitt,2,87,Wagner,15,61,Pitt,2003
Midwest,Second Round,Kentucky,1,74,Utah,9,54,Kentucky,2003
Midwest,Second Round,Wisconsin,5,61,Tulsa,13,60,Wisconsin,2003
Midwest,Second Round,Missouri,6,92,Marquette,3,101,Marquette,2003
Midwest,Second Round,Indiana,7,52,Pitt,2,74,Pitt,2003
Midwest,Sweet Sixteen,Kentucky,1,63,Wisconsin,5,57,Kentucky,2003
Midwest,Sweet Sixteen,Marquette,3,77,Pitt,2,74,Marquette,2003
Midwest,Elite Eight,Kentucky,1,69,Marquette,3,83,Marquette,2003
South,First Round,Texas,1,82,UNC Asheville,16,61,Texas,2003
South,First Round,LSU,8,56,Purdue,9,80,Purdue,2003
South,First Round,UConn,5,58,BYU,12,53,UConn,2003
South,First Round,Stanford,4,77,San Diego,13,69,Stanford,2003
South,First Round,Maryland,6,75,UNC Wilmington,11,73,Maryland,2003
South,First Round,Xavier,3,71,Troy,14,59,Xavier,2003
South,First Round,Michigan State,7,79,Colorado,10,64,Michigan State,2003
South,First Round,Florida,2,85,Sam Houston,15,55,Florida,2003
South,Second Round,Texas,1,77,Purdue,9,67,Texas,2003
South,Second Round,UConn,5,85,Stanford,4,74,UConn,2003
South,Second Round,Maryland,6,77,Xavier,3,64,Maryland,2003
South,Second Round,Michigan State,7,68,Florida,2,46,Michigan State,2003
South,Sweet Sixteen,Texas,1,82,UConn,5,78,Texas,2003
South,Sweet Sixteen,Maryland,6,58,Michigan State,7,60,Michigan State,2003
South,Elite Eight,Texas,1,85,Michigan State,7,76,Texas,2003
West,First Round,Arizona,1,80,Vermont,16,51,Arizona,2003
West,First Round,Cincinnati,8,69,Gonzaga,9,74,Gonzaga,2003
West,First Round,Notre Dame,5,70,Milwaukee,12,69,Notre Dame,2003
West,First Round,Illinois,4,65,Western Kentucky,13,60,Illinois,2003
West,First Round,Creighton,6,73,Central Michigan,11,79,Central Michigan,2003
West,First Round,Duke,3,67,Colorado State,14,57,Duke,2003
West,First Round,Memphis,7,71,Arizona State,10,84,Arizona State,2003
West,First Round,Kansas,2,64,Utah State,15,61,Kansas,2003
West,Second Round,Arizona,1,96,Gonzaga,9,95,Arizona,2003
West,Second Round,Notre Dame,5,68,Illinois,4,60,Notre Dame,2003
West,Second Round,Central Michigan,11,60,Duke,3,86,Duke,2003
West,Second Round,Arizona State,10,76,Kansas,2,108,Kansas,2003
West,Sweet Sixteen,Arizona,1,88,Notre Dame,5,71,Arizona,2003
West,Sweet Sixteen,Duke,3,65,Kansas,2,69,Kansas,2003
West,Elite Eight,Arizona,1,75,Kansas,2,78,Kansas,2003
National,Final Four,Syracuse,3,95,Texas,1,84,Syracuse,2003
National,Final Four,Marquette,3,61,Kansas,2,94,Kansas,2003
National,Championship,Syracuse,3,81,Kansas,2,78,Syracuse,2003
East,First Round,Maryland,1,85,Siena,16,70,Maryland,2002
East,First Round,Wisconsin,8,80,St. John's (NY),9,70,Wisconsin,2002
East,First Round,Marquette,5,69,Tulsa,12,71,Tulsa,2002
East,First Round,Kentucky,4,83,Valparaiso,13,68,Kentucky,2002
East,First Round,Texas Tech,6,68,Southern Illinois,11,76,Southern Illinois,2002
East,First Round,Georgia,3,85,Murray State,14,68,Georgia,2002
East,First Round,NC State,7,69,Michigan State,10,58,NC State,2002
East,First Round,UConn,2,78,Hampton,15,67,UConn,2002
East,Second Round,Maryland,1,87,Wisconsin,8,57,Maryland,2002
East,Second Round,Tulsa,12,82,Kentucky,4,87,Kentucky,2002
East,Second Round,Southern Illinois,11,77,Georgia,3,75,Southern Illinois,2002
East,Second Round,NC State,7,74,UConn,2,77,UConn,2002
East,Sweet Sixteen,Maryland,1,78,Kentucky,4,68,Maryland,2002
East,Sweet Sixteen,Southern Illinois,11,59,UConn,2,71,UConn,2002
East,Elite Eight,Maryland,1,90,UConn,2,82,Maryland,2002
Midwest,First Round,Kansas,1,70,Holy Cross,16,59,Kansas,2002
Midwest,First Round,Stanford,8,84,Western Kentucky,9,68,Stanford,2002
Midwest,First Round,Florida,5,82,Creighton,12,83,Creighton,2002
Midwest,First Round,Illinois,4,93,San Diego State,13,64,Illinois,2002
Midwest,First Round,Texas,6,70,Boston College,11,57,Texas,2002
Midwest,First Round,Mississippi State,3,70,McNeese State,14,58,Mississippi State,2002
Midwest,First Round,Wake Forest,7,83,Pepperdine,10,74,Wake Forest,2002
Midwest,First Round,Oregon,2,81,Montana,15,62,Oregon,2002
Midwest,Second Round,Kansas,1,86,Stanford,8,63,Kansas,2002
Midwest,Second Round,Creighton,12,60,Illinois,4,72,Illinois,2002
Midwest,Second Round,Texas,6,68,Mississippi State,3,64,Texas,2002
Midwest,Second Round,Wake Forest,7,87,Oregon,2,92,Oregon,2002
Midwest,Sweet Sixteen,Kansas,1,73,Illinois,4,69,Kansas,2002
Midwest,Sweet Sixteen,Texas,6,70,Oregon,2,72,Oregon,2002
Midwest,Elite Eight,Kansas,1,104,Oregon,2,86,Kansas,2002
South,First Round,Duke,1,84,Winthrop,16,37,Duke,2002
South,First Round,Notre Dame,8,82,Charlotte,9,63,Notre Dame,2002
South,First Round,Indiana,5,75,Utah,12,56,Indiana,2002
South,First Round,USC,4,89,UNC Wilmington,13,93,UNC Wilmington,2002
South,First Round,California,6,82,Penn,11,75,California,2002
South,First Round,Pitt,3,71,Central Connecticut,14,54,Pitt,2002
South,First Round,Oklahoma State,7,61,Kent State,10,69,Kent State,2002
South,First Round,Alabama,2,86,Florida Atlantic,15,78,Alabama,2002
South,Second Round,Duke,1,84,Notre Dame,8,77,Duke,2002
South,Second Round,Indiana,5,76,UNC Wilmington,13,67,Indiana,2002
South,Second Round,California,6,50,Pitt,3,63,Pitt,2002
South,Second Round,Kent State,10,71,Alabama,2,58,Kent State,2002
South,Sweet Sixteen,Duke,1,73,Indiana,5,74,Indiana,2002
South,Sweet Sixteen,Pitt,3,73,Kent State,10,78,Kent State,2002
South,Elite Eight,Indiana,5,81,Kent State,10,69,Indiana,2002
West,First Round,Cincinnati,1,90,Boston University,16,52,Cincinnati,2002
West,First Round,UCLA,8,80,Ole Miss,9,58,UCLA,2002
West,First Round,Miami (FL),5,80,Missouri,12,93,Missouri,2002
West,First Round,Ohio State,4,69,Davidson,13,64,Ohio State,2002
West,First Round,Gonzaga,6,66,Wyoming,11,73,Wyoming,2002
West,First Round,Arizona,3,86,UCSB,14,81,Arizona,2002
West,First Round,Xavier,7,70,Hawaii,10,58,Xavier,2002
West,First Round,Oklahoma,2,71,UIC,15,63,Oklahoma,2002
West,Second Round,Cincinnati,1,101,UCLA,8,105,UCLA,2002
West,Second Round,Missouri,12,83,Ohio State,4,67,Missouri,2002
West,Second Round,Wyoming,11,60,Arizona,3,68,Arizona,2002
West,Second Round,Xavier,7,65,Oklahoma,2,78,Oklahoma,2002
West,Sweet Sixteen,UCLA,8,73,Missouri,12,82,Missouri,2002
West,Sweet Sixteen,Arizona,3,67,Oklahoma,2,88,Oklahoma,2002
West,Elite Eight,Missouri,12,75,Oklahoma,2,81,Oklahoma,2002
National,Final Four,Maryland,1,97,Kansas,1,88,Maryland,2002
National,Final Four,Oklahoma,2,64,Indiana,5,73,Indiana,2002
National,Championship,Maryland,1,64,Indiana,5,52,Maryland,2002
East,First Round,Duke,1,95,Monmouth,16,52,Duke,2001
East,First Round,Georgia,8,68,Missouri,9,70,Missouri,2001
East,First Round,Ohio State,5,68,Utah State,12,77,Utah State,2001
East,First Round,UCLA,4,61,Hofstra,13,48,UCLA,2001
East,First Round,USC,6,69,Oklahoma State,11,54,USC,2001
East,First Round,Boston College,3,68,Southern Utah,14,65,Boston College,2001
East,First Round,Iowa,7,69,Creighton,10,56,Iowa,2001
East,First Round,Kentucky,2,72,Holy Cross,15,68,Kentucky,2001
East,Second Round,Duke,1,94,Missouri,9,81,Duke,2001
East,Second Round,Utah State,12,50,UCLA,4,75,UCLA,2001
East,Second Round,USC,6,74,Boston College,3,71,USC,2001
East,Second Round,Iowa,7,79,Kentucky,2,92,Kentucky,2001
East,Sweet Sixteen,Duke,1,76,UCLA,4,63,Duke,2001
East,Sweet Sixteen,USC,6,80,Kentucky,2,76,USC,2001
East,Elite Eight,Duke,1,79,USC,6,69,Duke,2001
Midwest,First Round,Illinois,1,96,Northwestern State,16,54,Illinois,2001
Midwest,First Round,Tennessee,8,63,Charlotte,9,70,Charlotte,2001
Midwest,First Round,Syracuse,5,79,Hawaii,12,69,Syracuse,2001
Midwest,First Round,Kansas,4,99,Cal State Northridge,13,75,Kansas,2001
Midwest,First Round,Notre Dame,6,83,Xavier,11,71,Notre Dame,2001
Midwest,First Round,Ole Miss,3,72,Iona,14,70,Ole Miss,2001
Midwest,First Round,Wake Forest,7,63,Butler,10,79,Butler,2001
Midwest,First Round,Arizona,2,101,Eastern Illinois,15,76,Arizona,2001
Midwest,Second Round,Illinois,1,79,Charlotte,9,61,Illinois,2001
Midwest,Second Round,Syracuse,5,58,Kansas,4,87,Kansas,2001
Midwest,Second Round,Notre Dame,6,56,Ole Miss,3,59,Ole Miss,2001
Midwest,Second Round,Butler,10,52,Arizona,2,73,Arizona,2001
Midwest,Sweet Sixteen,Illinois,1,80,Kansas,4,64,Illinois,2001
Midwest,Sweet Sixteen,Ole Miss,3,56,Arizona,2,66,Arizona,2001
Midwest,Elite Eight,Illinois,1,81,Arizona,2,87,Arizona,2001
South,First Round,Michigan State,1,69,Alabama State,16,35,Michigan State,2001
South,First Round,California,8,70,Fresno State,9,82,Fresno State,2001
South,First Round,Virginia,5,85,Gonzaga,12,86,Gonzaga,2001
South,First Round,Oklahoma,4,68,Indiana State,13,70,Indiana State,2001
South,First Round,Texas,6,65,Temple,11,79,Temple,2001
South,First Round,Florida,3,69,Western Kentucky,14,56,Florida,2001
South,First Round,Penn State,7,69,Providence,10,59,Penn State,2001
South,First Round,UNC,2,70,Princeton,15,48,UNC,2001
South,Second Round,Michigan State,1,81,Fresno State,9,65,Michigan State,2001
South,Second Round,Gonzaga,12,85,Indiana State,13,68,Gonzaga,2001
South,Second Round,Temple,11,75,Florida,3,54,Temple,2001
South,Second Round,Penn State,7,82,UNC,2,74,Penn State,2001
South,Sweet Sixteen,Michigan State,1,77,Gonzaga,12,62,Michigan State,2001
South,Sweet Sixteen,Temple,11,84,Penn State,7,72,Temple,2001
South,Elite Eight,Michigan State,1,69,Temple,11,62,Michigan State,2001
West,First Round,Stanford,1,89,UNC Greensboro,16,60,Stanford,2001
West,First Round,Georgia Tech,8,62,St. Joseph's,9,66,St. Joseph's,2001
West,First Round,Cincinnati,5,84,BYU,12,59,Cincinnati,2001
West,First Round,Indiana,4,73,Kent State,13,77,Kent State,2001
West,First Round,Wisconsin,6,49,Georgia State,11,50,Georgia State,2001
West,First Round,Maryland,3,83,George Mason,14,80,Maryland,2001
West,First Round,Arkansas,7,61,Georgetown,10,63,Georgetown,2001
West,First Round,Iowa State,2,57,Hampton,15,58,Hampton,2001
West,Second Round,Stanford,1,90,St. Joseph's,9,83,Stanford,2001
West,Second Round,Cincinnati,5,66,Kent State,13,43,Cincinnati,2001
West,Second Round,Georgia State,11,60,Maryland,3,79,Maryland,2001
West,Second Round,Georgetown,10,76,Hampton,15,57,Georgetown,2001
West,Sweet Sixteen,Stanford,1,78,Cincinnati,5,65,Stanford,2001
West,Sweet Sixteen,Maryland,3,76,Georgetown,10,66,Maryland,2001
West,Elite Eight,Stanford,1,73,Maryland,3,87,Maryland,2001
National,Final Four,Duke,1,95,Maryland,3,84,Duke,2001
National,Final Four,Michigan State,1,61,Arizona,2,80,Arizona,2001
National,Championship,Duke,1,82,Arizona,2,72,Duke,2001
East,First Round,Duke,1,82,Lamar,16,55,Duke,2000
East,First Round,Kansas,8,81,DePaul,9,77,Kansas,2000
East,First Round,Florida,5,69,Butler,12,68,Florida,2000
East,First Round,Illinois,4,68,Penn,13,58,Illinois,2000
East,First Round,Indiana,6,57,Pepperdine,11,77,Pepperdine,2000
East,First Round,Oklahoma State,3,86,Hofstra,14,66,Oklahoma State,2000
East,First Round,Oregon,7,71,Seton Hall,10,72,Seton Hall,2000
East,First Round,Temple,2,73,Lafayette,15,47,Temple,2000
East,Second Round,Duke,1,69,Kansas,8,64,Duke,2000
